Kampanya İsmi;Gönderim Tarihi;E-Posta Konusu;Gönderim Kriterleri;Hariç Tutulacak Kriterler;Gönderilen;Okunan;Okuma Oranı;Tekil Tıklama;Tekil Tıklama Oranı;Toplam Okuma;Toplam Tıklama;Ulaşmayan;Ulaşmayan Oranı;Geçersiz;Geçersiz Oranı;Diğer;Diğer Oran;Üyelikten Ayrılanlar;Üyelikten Ayrılan Oranı;Şikayet;Şikayet Oranı;Ziyaretçi;Satın Alan;Satın Alan Oranı;Ürün;Ciro
istIST_5461845;07/10/2025 08:30;<##PersonalSubject##>;;;78982;20998;26,59;61;0,29;24484;106;42;0,05;57;0,07;57885;73,29;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461851;07/10/2025 08:30;<##PersonalSubject##>;;;5615;1630;29,03;4;0,25;1865;4;2;0,04;8;0,14;3975;70,79;0;0,00;0;0,00;;0;0,00;0;
antANT_5461853;07/10/2025 08:30;<##PersonalSubject##>;;;5838;1529;26,19;2;0,13;1766;4;0;0,00;7;0,12;4302;73,69;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461849;07/10/2025 08:30;<##PersonalSubject##>;;;17420;4555;26,15;12;0,26;5190;23;2;0,01;21;0,12;12842;73,72;0;0,00;0;0,00;;0;0,00;0;
antANT_5461843;06/10/2025 08:30;<##PersonalSubject##>;;;5853;1589;27,15;2;0,13;1810;5;1;0,02;7;0,12;4256;72,71;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461837;06/10/2025 08:30;<##PersonalSubject##>;;;13572;4050;29,84;25;0,62;4662;39;5;0,04;8;0,06;9509;70,06;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461841;06/10/2025 08:30;<##PersonalSubject##>;;;5535;1688;30,50;5;0,30;1918;7;3;0,05;7;0,13;3837;69,32;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461839;06/10/2025 08:30;<##PersonalSubject##>;;;17316;4747;27,41;7;0,15;5425;13;0;0,00;20;0,12;12549;72,47;0;0,00;0;0,00;;0;0,00;0;
istIST_5461835;06/10/2025 08:30;<##PersonalSubject##>;;;79497;21384;26,90;56;0,26;24892;97;42;0,05;69;0,09;58002;72,96;0;0,00;0;0,00;;0;0,00;0;
istIST_5461825;05/10/2025 08:30;<##PersonalSubject##>;;;79118;21440;27,10;64;0,30;24951;135;29;0,04;46;0,06;57603;72,81;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461827;05/10/2025 08:30;<##PersonalSubject##>;;;13398;4005;29,89;18;0,45;4611;29;5;0,04;14;0,10;9374;69,97;0;0,00;0;0,00;;0;0,00;0;
antANT_5461833;05/10/2025 08:30;<##PersonalSubject##>;;;5862;1509;25,74;2;0,13;1715;4;0;0,00;14;0,24;4339;74,02;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461829;05/10/2025 08:30;<##PersonalSubject##>;;;17332;4796;27,67;8;0,17;5477;14;2;0,01;20;0,12;12514;72,20;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461831;05/10/2025 08:30;<##PersonalSubject##>;;;5525;1685;30,50;2;0,12;1922;4;2;0,04;11;0,20;3827;69,27;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5461823;04/10/2025 13:00;<##PersonalSubject##>;;;113699;31499;27,70;93;0,30;36386;160;48;0,04;44;0,04;82108;72,22;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461817;04/10/2025 08:30;<##PersonalSubject##>;;;17366;4820;27,76;2;0,04;5486;4;2;0,01;25;0,14;12519;72,09;0;0,00;0;0,00;;0;0,00;0;
istIST_5461813;04/10/2025 08:30;<##PersonalSubject##>;;;79213;21540;27,19;78;0,36;24961;114;38;0,05;61;0,08;57574;72,68;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461819;04/10/2025 08:30;<##PersonalSubject##>;;;5648;1748;30,95;4;0,23;1973;6;5;0,09;5;0,09;3890;68,87;0;0,00;0;0,00;;0;0,00;0;
antANT_5461821;04/10/2025 08:30;<##PersonalSubject##>;;;5742;1475;25,69;1;0,07;1696;1;0;0,00;11;0,19;4256;74,12;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461815;04/10/2025 08:30;<##PersonalSubject##>;;;13282;3980;29,97;21;0,53;4602;35;3;0,02;11;0,08;9288;69,93;0;0,00;0;0,00;;0;0,00;0;
istIST_20251003_YEU_5462803;03/10/2025 19:10;Haftanın Fırsatları: Ödemede Anında 50 TL İndirim!;;;87269;15421;17,67;268;1,74;17463;380;2004;2,30;204;0,23;69640;79,80;0;0,00;0;0,00;;0;0,00;0;
istIST_20251003_YEU_5462801;03/10/2025 18:46;Haftanın Fırsatları: Ödemede Anında 50 TL İndirim!;;;102492;15390;15,02;247;1,60;17492;286;682;0,67;364;0,36;86056;83,96;0;0,00;0;0,00;;0;0,00;0;
istIST_5461803;03/10/2025 08:30;<##PersonalSubject##>;;;79146;20690;26,14;58;0,28;24191;62;1684;2,13;69;0,09;56703;71,64;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461807;03/10/2025 08:30;<##PersonalSubject##>;;;17286;4590;26,55;6;0,13;5291;12;311;1,80;33;0,19;12352;71,46;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461809;03/10/2025 08:30;<##PersonalSubject##>;;;5563;1632;29,34;3;0,18;1873;5;90;1,62;6;0,11;3835;68,94;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461805;03/10/2025 08:30;<##PersonalSubject##>;;;13381;3810;28,47;26;0,68;4449;30;547;4,09;13;0,10;9011;67,34;0;0,00;0;0,00;;0;0,00;0;
antANT_5461811;03/10/2025 08:30;<##PersonalSubject##>;;;5740;1459;25,42;1;0,07;1678;2;113;1,97;8;0,14;4160;72,47;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5461801;02/10/2025 13:00;<##PersonalSubject##>;;;114047;30317;26,58;96;0,32;35122;160;45;0,04;57;0,05;83628;73,33;0;0,00;0;0,00;;0;0,00;0;
istIST_5461791;02/10/2025 08:30;<##PersonalSubject##>;;;79588;21653;27,21;57;0,26;25060;98;37;0,05;77;0,10;57821;72,65;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461797;02/10/2025 08:30;<##PersonalSubject##>;;;5537;1673;30,21;3;0,18;1883;4;2;0,04;11;0,20;3851;69,55;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461793;02/10/2025 08:30;<##PersonalSubject##>;;;13284;3927;29,56;27;0,69;4508;29;10;0,08;13;0,10;9334;70,26;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461795;02/10/2025 08:30;<##PersonalSubject##>;;;17361;4753;27,38;8;0,17;5398;15;4;0,02;29;0,17;12575;72,43;0;0,00;0;0,00;;0;0,00;0;
antANT_5461799;02/10/2025 08:30;<##PersonalSubject##>;;;5779;1532;26,51;3;0,20;1756;6;1;0,02;5;0,09;4241;73,39;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461787;01/10/2025 08:30;<##PersonalSubject##>;;;5508;1708;31,01;3;0,18;2002;4;2;0,04;4;0,07;3794;68,88;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461783;01/10/2025 08:30;<##PersonalSubject##>;;;13414;4038;30,10;35;0,87;4649;49;5;0,04;15;0,11;9356;69,75;0;0,00;0;0,00;;0;0,00;0;
antANT_5461789;01/10/2025 08:30;<##PersonalSubject##>;;;5832;1516;25,99;4;0,26;1736;8;1;0,02;6;0,10;4309;73,89;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461785;01/10/2025 08:30;<##PersonalSubject##>;;;17131;4491;26,22;11;0,24;5088;19;1;0,01;30;0,18;12609;73,60;0;0,00;0;0,00;;0;0,00;0;
istIST_5461781;01/10/2025 08:30;<##PersonalSubject##>;;;79419;21974;27,67;54;0,25;25403;85;34;0,04;91;0,11;57320;72,17;0;0,00;0;0,00;;0;0,00;0;
antANT_5461779;30/09/2025 08:30;<##PersonalSubject##>;;;5820;1523;26,17;2;0,13;1777;4;119;2,04;12;0,21;4166;71,58;0;0,00;0;0,00;;0;0,00;0;
istIST_5461771;30/09/2025 08:30;<##PersonalSubject##>;;;79617;21352;26,82;66;0,31;24763;114;1620;2,03;93;0,12;56552;71,03;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461773;30/09/2025 08:30;<##PersonalSubject##>;;;13366;3752;28,07;31;0,83;4365;48;470;3,52;16;0,12;9128;68,29;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461775;30/09/2025 08:30;<##PersonalSubject##>;;;17235;4386;25,45;4;0,09;5037;6;247;1,43;33;0,19;12569;72,93;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461777;30/09/2025 08:30;<##PersonalSubject##>;;;5468;1660;30,36;3;0,18;1921;7;86;1,57;11;0,20;3711;67,87;0;0,00;0;0,00;;0;0,00;0;
ankANK_20250929_BA_5462797;29/09/2025 14:00;Otto Beauty Spa'nın Profesyonel Hizmetiyle Masaj Keyfini Erteleme!;;;13286;3686;27,74;301;8,17;4264;348;497;3,74;10;0,08;9093;68,44;0;0,00;0;0,00;;0;0,00;0;
istIST_5461761;29/09/2025 08:30;<##PersonalSubject##>;;;78705;20910;26,57;61;0,29;24271;69;2003;2,54;93;0,12;55719;70,79;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461767;29/09/2025 08:30;<##PersonalSubject##>;;;5567;1642;29,50;6;0,37;1883;17;96;1,72;14;0,25;3815;68,53;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461763;29/09/2025 08:30;<##PersonalSubject##>;;;13297;3868;29,09;29;0,75;4449;41;676;5,08;16;0,12;8737;65,71;0;0,00;0;0,00;;0;0,00;0;
antANT_5461769;29/09/2025 08:30;<##PersonalSubject##>;;;5821;1548;26,59;3;0,19;1753;9;132;2,27;19;0,33;4122;70,81;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461765;29/09/2025 08:30;<##PersonalSubject##>;;;17263;4576;26,51;3;0,07;5215;6;337;1,95;54;0,31;12296;71,23;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461757;28/09/2025 08:30;<##PersonalSubject##>;;;5594;1203;21,51;0;0,00;1343;0;1635;29,23;2;0,04;2754;49,23;0;0,00;0;0,00;;0;0,00;0;
antANT_5461759;28/09/2025 08:30;<##PersonalSubject##>;;;5679;1009;17,77;0;0,00;1108;0;1818;32,01;1;0,02;2851;50,20;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461753;28/09/2025 08:30;<##PersonalSubject##>;;;13354;1793;13,43;0;0,00;2032;0;6624;49,60;5;0,04;4932;36,93;0;0,00;0;0,00;;0;0,00;0;
istIST_5461751;28/09/2025 08:30;<##PersonalSubject##>;;;79063;9490;12,00;0;0,00;10835;0;40404;51,10;13;0,02;29156;36,88;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461755;28/09/2025 08:30;<##PersonalSubject##>;;;17230;2867;16,64;0;0,00;3202;0;2863;16,62;6;0,03;11494;66,71;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5461749;27/09/2025 13:00;<##PersonalSubject##>;;;113428;30492;26,88;99;0,32;35201;169;48;0,04;87;0,08;82801;73,00;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461745;27/09/2025 08:30;<##PersonalSubject##>;;;5596;1720;30,74;4;0,23;1937;4;3;0,05;4;0,07;3869;69,14;0;0,00;0;0,00;;0;0,00;0;
antANT_5461747;27/09/2025 08:30;<##PersonalSubject##>;;;5683;1512;26,61;3;0,20;1695;5;1;0,02;8;0,14;4162;73,24;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461741;27/09/2025 08:30;<##PersonalSubject##>;;;13354;3905;29,24;26;0,67;4454;28;8;0,06;14;0,10;9427;70,59;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461743;27/09/2025 08:30;<##PersonalSubject##>;;;17233;4574;26,54;10;0,22;5189;13;1;0,01;16;0,09;12642;73,36;0;0,00;0;0,00;;0;0,00;0;
istIST_5461739;27/09/2025 08:30;<##PersonalSubject##>;;;79089;21012;26,57;63;0,30;24303;118;29;0,04;42;0,05;58006;73,34;0;0,00;0;0,00;;0;0,00;0;
antANT_5461737;26/09/2025 08:30;<##PersonalSubject##>;;;5683;802;14,11;1;0,12;911;2;1;0,02;10;0,18;4870;85,69;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461731;26/09/2025 08:30;<##PersonalSubject##>;;;13340;2046;15,34;8;0,39;2340;11;9;0,07;7;0,05;11278;84,54;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461735;26/09/2025 08:30;<##PersonalSubject##>;;;5590;939;16,80;0;0,00;1081;0;3;0,05;7;0,13;4641;83,02;0;0,00;0;0,00;;0;0,00;0;
istIST_5461729;26/09/2025 08:30;<##PersonalSubject##>;;;79073;11201;14,17;24;0,21;12783;41;31;0,04;35;0,04;67806;85,75;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461733;26/09/2025 08:30;<##PersonalSubject##>;;;17226;2589;15,03;0;0,00;2876;0;2;0,01;19;0,11;14616;84,85;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5461727;25/09/2025 13:00;<##PersonalSubject##>;;;113362;23403;20,64;56;0,24;26816;91;4388;3,87;79;0,07;85492;75,42;0;0,00;0;0,00;;0;0,00;0;
istIST_5461717;25/09/2025 08:30;<##PersonalSubject##>;;;79098;10421;13,17;14;0,13;11859;28;3346;4,23;50;0,06;65281;82,53;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461721;25/09/2025 08:30;<##PersonalSubject##>;;;17219;2219;12,89;4;0,18;2480;7;585;3,40;22;0,13;14393;83,59;0;0,00;0;0,00;;0;0,00;0;
antANT_5461725;25/09/2025 08:30;<##PersonalSubject##>;;;5687;741;13,03;0;0,00;821;0;209;3,68;14;0,25;4723;83,05;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461723;25/09/2025 08:30;<##PersonalSubject##>;;;5584;847;15,17;1;0,12;942;1;164;2,94;5;0,09;4568;81,81;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461719;25/09/2025 08:30;<##PersonalSubject##>;;;13331;1916;14,37;10;0,52;2149;12;1079;8,09;5;0,04;10331;77,50;0;0,00;0;0,00;;0;0,00;0;
antANT_5461715;24/09/2025 08:30;<##PersonalSubject##>;;;5681;942;16,58;1;0,11;1064;2;0;0,00;12;0,21;4727;83,21;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461713;24/09/2025 08:30;<##PersonalSubject##>;;;5579;1034;18,53;0;0,00;1194;0;2;0,04;8;0,14;4535;81,29;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461711;24/09/2025 08:30;<##PersonalSubject##>;;;17196;2840;16,52;3;0,11;3207;4;1;0,01;27;0,16;14328;83,32;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461709;24/09/2025 08:30;<##PersonalSubject##>;;;13318;2385;17,91;5;0,21;2697;8;0;0,00;13;0,10;10920;81,99;0;0,00;0;0,00;;0;0,00;0;
istIST_5461707;24/09/2025 08:30;<##PersonalSubject##>;;;79070;14987;18,95;20;0,13;17402;24;10;0,01;64;0,08;64009;80,95;0;0,00;0;0,00;;0;0,00;0;
istIST_5461697;23/09/2025 08:30;<##PersonalSubject##>;;;79341;21033;26,51;62;0,29;24529;101;7;0,01;54;0,07;58247;73,41;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461701;23/09/2025 08:30;<##PersonalSubject##>;;;17185;4478;26,06;7;0,16;5107;10;1;0,01;21;0,12;12685;73,81;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461703;23/09/2025 08:30;<##PersonalSubject##>;;;5603;1680;29,98;1;0,06;1940;1;0;0,00;6;0,11;3917;69,91;0;0,00;0;0,00;;0;0,00;0;
antANT_5461705;23/09/2025 08:30;<##PersonalSubject##>;;;5702;1510;26,48;3;0,20;1724;9;0;0,00;8;0,14;4184;73,38;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461699;23/09/2025 08:30;<##PersonalSubject##>;;;13338;3816;28,61;44;1,15;4405;69;1;0,01;15;0,11;9506;71,27;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461693;22/09/2025 08:30;<##PersonalSubject##>;;;5565;1754;31,52;1;0,06;2036;2;2;0,04;9;0,16;3800;68,28;0;0,00;0;0,00;;0;0,00;0;
antANT_5461695;22/09/2025 08:30;<##PersonalSubject##>;;;5755;1490;25,89;3;0,20;1701;3;1;0,02;5;0,09;4259;74,01;0;0,00;0;0,00;;0;0,00;0;
istIST_5461687;22/09/2025 08:30;<##PersonalSubject##>;;;79019;21382;27,06;53;0,25;24964;97;13;0,02;53;0,07;57571;72,86;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461691;22/09/2025 08:30;<##PersonalSubject##>;;;17313;4524;26,13;4;0,09;5224;5;2;0,01;15;0,09;12772;73,77;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461689;22/09/2025 08:30;<##PersonalSubject##>;;;13195;3855;29,22;20;0,52;4434;35;1;0,01;12;0,09;9327;70,69;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461681;21/09/2025 08:30;<##PersonalSubject##>;;;17094;4822;28,21;8;0,17;5487;11;5;0,03;28;0,16;12239;71,60;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461683;21/09/2025 08:30;<##PersonalSubject##>;;;5527;1783;32,26;4;0,22;2024;13;2;0,04;6;0,11;3736;67,60;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461679;21/09/2025 08:30;<##PersonalSubject##>;;;13124;3937;30,00;30;0,76;4541;53;2;0,02;10;0,08;9175;69,91;0;0,00;0;0,00;;0;0,00;0;
antANT_5461685;21/09/2025 08:30;<##PersonalSubject##>;;;5750;1575;27,39;2;0,13;1804;5;2;0,03;10;0,17;4163;72,40;0;0,00;0;0,00;;0;0,00;0;
istIST_5461677;21/09/2025 08:30;<##PersonalSubject##>;;;79042;21819;27,60;87;0,40;25261;115;13;0,02;61;0,08;57149;72,30;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5461675;20/09/2025 13:00;<##PersonalSubject##>;;;112990;30533;27,02;96;0,31;35250;114;9;0,01;71;0,06;82377;72,91;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461671;20/09/2025 08:30;<##PersonalSubject##>;;;5529;1703;30,80;2;0,12;1966;2;1;0,02;11;0,20;3814;68,98;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461669;20/09/2025 08:30;<##PersonalSubject##>;;;16970;4541;26,76;5;0,11;5161;6;3;0,02;25;0,15;12401;73,08;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461667;20/09/2025 08:30;<##PersonalSubject##>;;;13259;3937;29,69;33;0,84;4574;49;2;0,02;11;0,08;9309;70,21;0;0,00;0;0,00;;0;0,00;0;
istIST_5461665;20/09/2025 08:30;<##PersonalSubject##>;;;79075;21669;27,40;55;0,25;25109;95;4;0,01;71;0,09;57331;72,50;0;0,00;0;0,00;;0;0,00;0;
antANT_5461673;20/09/2025 08:30;<##PersonalSubject##>;;;5796;1509;26,04;4;0,27;1723;10;0;0,00;7;0,12;4280;73,84;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461657;19/09/2025 08:30;<##PersonalSubject##>;;;13407;3870;28,87;33;0,85;4424;52;2;0,01;4;0,03;9531;71,09;0;0,00;0;0,00;;0;0,00;0;
istIST_5461655;19/09/2025 08:30;<##PersonalSubject##>;;;79069;21279;26,91;51;0,24;24733;88;13;0,02;59;0,07;57718;73,00;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461661;19/09/2025 08:30;<##PersonalSubject##>;;;5556;1723;31,01;7;0,41;1962;13;2;0,04;4;0,07;3827;68,88;0;0,00;0;0,00;;0;0,00;0;
antANT_5461663;19/09/2025 08:30;<##PersonalSubject##>;;;5818;1509;25,94;3;0,20;1712;6;2;0,03;3;0,05;4304;73,98;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461659;19/09/2025 08:30;<##PersonalSubject##>;;;17125;4784;27,94;4;0,08;5424;7;4;0,02;21;0,12;12316;71,92;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5461653;18/09/2025 13:00;<##PersonalSubject##>;;;113153;30804;27,22;116;0,38;35931;213;27;0,02;47;0,04;82275;72,71;0;0,00;0;0,00;;0;0,00;0;
istIST_5461643;18/09/2025 08:30;<##PersonalSubject##>;;;78821;20536;26,05;68;0,33;23976;82;14;0,02;72;0,09;58199;73,84;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461647;18/09/2025 08:30;<##PersonalSubject##>;;;17124;4432;25,88;4;0,09;5089;10;2;0,01;21;0,12;12669;73,98;0;0,00;0;0,00;;0;0,00;0;
burBUR_5461649;18/09/2025 08:30;<##PersonalSubject##>;;;5538;1696;30,62;2;0,12;1919;3;2;0,04;3;0,05;3837;69,28;0;0,00;0;0,00;;0;0,00;0;
antANT_5461651;18/09/2025 08:30;<##PersonalSubject##>;;;5688;1462;25,70;2;0,14;1646;3;1;0,02;9;0,16;4216;74,12;0;0,00;0;0,00;;0;0,00;0;
ankANK_5461645;18/09/2025 08:30;<##PersonalSubject##>;;;13382;3792;28,34;40;1,05;4358;68;1;0,01;10;0,07;9579;71,58;0;0,00;0;0,00;;0;0,00;0;
istIST_5461633;17/09/2025 08:30;<##PersonalSubject##>;;;79023;21055;26,64;70;0,33;24523;121;9;0,01;63;0,08;57896;73,26;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5461637;17/09/2025 08:30;<##PersonalSubject##>;;;17139;4784;27,91;5;0,10;5451;9;6;0,04;16;0,09;12333;71,96;0;0,00;0;0,00;;0;0,00;0;
