Campaign Name;Date;Email Subject;Target Criteria;Excluded Criteria;Sent;Total Opens;Open Rate;Unique Clicks;Unique Click Rate;Total Open;Total Clicks;Soft Bounce;Soft Bounce Rate;Hard Bounce;Hard Bounce Rate;Other;Other Rate;Unsubscribed;Unsubscribed Rate;Complaint;Complaint Rate;Visitor;Buyer;Buyer Conversion;Item;Revenue
tatilTUMTR_5459110;06/02/2025 13:00;<##PersonalSubject##>;;;224158;57314;25,57;226;0,39;67727;394;8821;3,94;54;0,02;157969;70,47;0;0,00;0;0,00;;0;0,00;0;
istIST_5459100;06/02/2025 08:30;<##PersonalSubject##>;;;148470;39079;26,32;150;0,38;46126;280;5954;4,01;30;0,02;103407;69,65;0;0,00;0;0,00;;0;0,00;0;
antANT_5459108;06/02/2025 08:30;<##PersonalSubject##>;;;12826;2842;22,16;5;0,18;3283;7;483;3,77;0;0,00;9501;74,08;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459106;06/02/2025 08:30;<##PersonalSubject##>;;;12732;3134;24,62;4;0,13;3620;7;597;4,69;5;0,04;8996;70,66;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459102;06/02/2025 08:30;<##PersonalSubject##>;;;28440;7438;26,15;59;0,79;8661;77;1079;3,79;7;0,02;19916;70,03;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459104;06/02/2025 08:30;<##PersonalSubject##>;;;37641;8113;21,55;11;0,14;9413;19;1531;4,07;12;0,03;27985;74,35;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459094;05/02/2025 08:30;<##PersonalSubject##>;;;37624;8072;21,45;11;0,14;9333;15;1478;3,93;8;0,02;28066;74,60;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459096;05/02/2025 08:30;<##PersonalSubject##>;;;12727;3100;24,36;4;0,13;3535;6;554;4,35;4;0,03;9069;71,26;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459092;05/02/2025 08:30;<##PersonalSubject##>;;;28444;7409;26,05;44;0,59;8585;44;1067;3,75;9;0,03;19959;70,17;0;0,00;0;0,00;;0;0,00;0;
istIST_5459090;05/02/2025 08:30;<##PersonalSubject##>;;;148455;39237;26,43;156;0,40;46326;162;6028;4,06;55;0,04;103135;69,47;0;0,00;0;0,00;;0;0,00;0;
antANT_5459098;05/02/2025 08:30;<##PersonalSubject##>;;;12818;2730;21,30;4;0,15;3114;8;521;4,06;0;0,00;9567;74,64;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459082;04/02/2025 08:30;<##PersonalSubject##>;;;28441;7235;25,44;48;0,66;8436;80;1065;3,74;2;0,01;20139;70,81;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459086;04/02/2025 08:30;<##PersonalSubject##>;;;12725;3045;23,93;4;0,13;3501;7;569;4,47;2;0,02;9109;71,58;0;0,00;0;0,00;;0;0,00;0;
istIST_5459080;04/02/2025 08:30;<##PersonalSubject##>;;;148514;38476;25,91;152;0,40;45171;285;5971;4,02;39;0,03;104028;70,05;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459084;04/02/2025 08:30;<##PersonalSubject##>;;;37630;7853;20,87;11;0,14;9117;18;1463;3,89;17;0,05;28297;75,20;0;0,00;0;0,00;;0;0,00;0;
antANT_5459088;04/02/2025 08:30;<##PersonalSubject##>;;;12818;2748;21,44;4;0,15;3141;7;533;4,16;2;0,02;9535;74,39;0;0,00;0;0,00;;0;0,00;0;
ankANK_20250203_BA_5460032;03/02/2025 14:00;Otto Beauty Spa'nın Profesyonel Hizmetiyle Masaj Keyfini Erteleme!;;;28424;7278;25,61;320;4,40;8434;399;96;0,34;6;0,02;21044;74,04;0;0,00;0;0,00;;0;0,00;0;
antANT_5459078;03/02/2025 08:30;<##PersonalSubject##>;;;12809;2790;21,78;5;0,18;3209;5;133;1,04;1;0,01;9885;77,17;0;0,00;0;0,00;;0;0,00;0;
istIST_5459070;03/02/2025 08:30;<##PersonalSubject##>;;;148451;39080;26,33;146;0,37;46079;233;3464;2,33;45;0,03;105862;71,31;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459072;03/02/2025 08:30;<##PersonalSubject##>;;;28430;7366;25,91;52;0,71;8494;73;397;1,40;8;0,03;20659;72,67;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459074;03/02/2025 08:30;<##PersonalSubject##>;;;37607;8057;21,42;11;0,14;9355;18;289;0,77;11;0,03;29250;77,78;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459076;03/02/2025 08:30;<##PersonalSubject##>;;;12723;3129;24,59;4;0,13;3580;7;282;2,22;5;0,04;9307;73,15;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459066;02/02/2025 08:30;<##PersonalSubject##>;;;12717;3147;24,75;4;0,13;3603;7;531;4,18;5;0,04;9034;71,04;0;0,00;0;0,00;;0;0,00;0;
istIST_5459060;02/02/2025 08:30;<##PersonalSubject##>;;;148376;39376;26,54;155;0,39;46389;246;5768;3,89;28;0,02;103204;69,56;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459064;02/02/2025 08:30;<##PersonalSubject##>;;;37594;8168;21,73;12;0,15;9411;12;1479;3,93;8;0,02;27939;74,32;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459062;02/02/2025 08:30;<##PersonalSubject##>;;;28433;7421;26,10;52;0,70;8581;73;1046;3,68;7;0,02;19959;70,20;0;0,00;0;0,00;;0;0,00;0;
antANT_5459068;02/02/2025 08:30;<##PersonalSubject##>;;;12800;2841;22,20;4;0,14;3296;4;532;4,16;3;0,02;9424;73,63;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5459058;01/02/2025 13:00;<##PersonalSubject##>;;;224004;56682;25,30;211;0,37;66329;333;8880;3,96;46;0,02;158396;70,71;0;0,00;0;0,00;;0;0,00;0;
istIST_5459048;01/02/2025 08:30;<##PersonalSubject##>;;;148389;40201;27,09;156;0,39;47274;248;4346;2,93;36;0,02;103806;69,96;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459054;01/02/2025 08:30;<##PersonalSubject##>;;;12722;3143;24,71;4;0,13;3615;7;20;0,16;6;0,05;9553;75,09;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459052;01/02/2025 08:30;<##PersonalSubject##>;;;37605;8172;21,73;13;0,16;9360;20;1116;2,97;13;0,03;28304;75,27;0;0,00;0;0,00;;0;0,00;0;
antANT_5459056;01/02/2025 08:30;<##PersonalSubject##>;;;12803;2695;21,05;4;0,15;3086;7;23;0,18;4;0,03;10081;78,74;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459050;01/02/2025 08:30;<##PersonalSubject##>;;;28433;7536;26,50;55;0,73;8686;76;959;3,37;4;0,01;19934;70,11;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459044;31/01/2025 08:30;<##PersonalSubject##>;;;12716;3081;24,23;4;0,13;3514;7;42;0,33;1;0,01;9592;75,43;0;0,00;0;0,00;;0;0,00;0;
antANT_5459046;31/01/2025 08:30;<##PersonalSubject##>;;;12803;2703;21,11;4;0,15;3101;7;22;0,17;2;0,02;10076;78,70;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459042;31/01/2025 08:30;<##PersonalSubject##>;;;37594;7888;20,98;10;0,13;9007;17;120;0,32;12;0,03;29574;78,67;0;0,00;0;0,00;;0;0,00;0;
istIST_5459038;31/01/2025 08:30;<##PersonalSubject##>;;;148370;38960;26,26;156;0,40;45795;165;285;0,19;37;0,02;109088;73,52;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459040;31/01/2025 08:30;<##PersonalSubject##>;;;28426;7167;25,21;53;0,74;8285;53;62;0,22;6;0,02;21191;74,55;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5459036;30/01/2025 13:00;<##PersonalSubject##>;;;223992;56456;25,20;231;0,41;66503;408;9005;4,02;62;0,03;158469;70,75;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459028;30/01/2025 08:30;<##PersonalSubject##>;;;28435;7168;25,21;52;0,73;8273;74;1129;3,97;2;0,01;20136;70,81;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459030;30/01/2025 08:30;<##PersonalSubject##>;;;37592;7865;20,92;11;0,14;9022;12;1634;4,35;17;0,05;28076;74,69;0;0,00;0;0,00;;0;0,00;0;
istIST_5459026;30/01/2025 08:30;<##PersonalSubject##>;;;148359;37493;25,27;155;0,41;43868;274;5679;3,83;47;0,03;105140;70,87;0;0,00;0;0,00;;0;0,00;0;
antANT_5459034;30/01/2025 08:30;<##PersonalSubject##>;;;12804;2759;21,55;4;0,14;3170;7;591;4,62;5;0,04;9449;73,80;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459032;30/01/2025 08:30;<##PersonalSubject##>;;;12727;2993;23,52;5;0,17;3462;8;614;4,82;2;0,02;9118;71,64;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459020;29/01/2025 08:30;<##PersonalSubject##>;;;37605;7741;20,59;11;0,14;8946;18;1532;4,07;25;0,07;28307;75,27;0;0,00;0;0,00;;0;0,00;0;
antANT_5459024;29/01/2025 08:30;<##PersonalSubject##>;;;12801;2650;20,70;4;0,15;3098;6;528;4,12;4;0,03;9619;75,14;0;0,00;0;0,00;;0;0,00;0;
istIST_5459016;29/01/2025 08:30;<##PersonalSubject##>;;;148375;37000;24,94;153;0,41;43368;246;5774;3,89;63;0,04;105538;71,13;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459022;29/01/2025 08:30;<##PersonalSubject##>;;;12725;2960;23,26;4;0,14;3404;7;595;4,68;4;0,03;9166;72,03;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459018;29/01/2025 08:30;<##PersonalSubject##>;;;28441;6836;24,04;50;0,73;7882;50;1045;3,67;7;0,02;20553;72,27;0;0,00;0;0,00;;0;0,00;0;
istIST_5459006;28/01/2025 08:30;<##PersonalSubject##>;;;148418;37377;25,18;158;0,42;43693;227;5956;4,01;61;0,04;105024;70,76;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459010;28/01/2025 08:30;<##PersonalSubject##>;;;37610;7954;21,15;11;0,14;9175;17;1549;4,12;18;0,05;28089;74,68;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459012;28/01/2025 08:30;<##PersonalSubject##>;;;12721;2964;23,30;3;0,10;3432;3;581;4,57;2;0,02;9174;72,12;0;0,00;0;0,00;;0;0,00;0;
antANT_5459014;28/01/2025 08:30;<##PersonalSubject##>;;;12808;2661;20,78;4;0,15;3017;7;587;4,58;4;0,03;9556;74,61;0;0,00;0;0,00;;0;0,00;0;
ankANK_5459008;28/01/2025 08:30;<##PersonalSubject##>;;;28436;7058;24,82;50;0,71;8149;75;1086;3,82;9;0,03;20283;71,33;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5459000;27/01/2025 08:30;<##PersonalSubject##>;;;37562;7874;20,96;11;0,14;9064;11;376;1,00;8;0,02;29304;78,02;0;0,00;0;0,00;;0;0,00;0;
antANT_5459004;27/01/2025 08:30;<##PersonalSubject##>;;;12790;2661;20,81;5;0,19;3005;8;157;1,23;6;0,05;9966;77,92;0;0,00;0;0,00;;0;0,00;0;
burBUR_5459002;27/01/2025 08:30;<##PersonalSubject##>;;;12705;3033;23,87;3;0,10;3445;5;53;0,42;4;0,03;9615;75,68;0;0,00;0;0,00;;0;0,00;0;
istIST_5458996;27/01/2025 08:30;<##PersonalSubject##>;;;148231;37786;25,49;154;0,41;44340;247;2302;1,55;49;0,03;108094;72,92;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458998;27/01/2025 08:30;<##PersonalSubject##>;;;28417;7091;24,95;56;0,79;8212;76;245;0,86;5;0,02;21076;74,17;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458990;26/01/2025 08:30;<##PersonalSubject##>;;;37586;8110;21,58;10;0,12;9285;17;1526;4,06;9;0,02;27941;74,34;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458988;26/01/2025 08:30;<##PersonalSubject##>;;;28423;7458;26,24;52;0,70;8629;73;1052;3,70;3;0,01;19910;70,05;0;0,00;0;0,00;;0;0,00;0;
istIST_5458986;26/01/2025 08:30;<##PersonalSubject##>;;;148295;39168;26,41;141;0,36;45855;233;5799;3,91;35;0,02;103293;69,65;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458992;26/01/2025 08:30;<##PersonalSubject##>;;;12706;3093;24,34;5;0,16;3523;8;569;4,48;2;0,02;9042;71,16;0;0,00;0;0,00;;0;0,00;0;
antANT_5458994;26/01/2025 08:30;<##PersonalSubject##>;;;12790;2763;21,60;5;0,18;3164;9;523;4,09;2;0,02;9502;74,29;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5458984;25/01/2025 13:00;<##PersonalSubject##>;;;224014;58504;26,12;231;0,39;68495;369;8548;3,82;40;0,02;156922;70,05;0;0,00;0;0,00;;0;0,00;0;
antANT_5458982;25/01/2025 08:30;<##PersonalSubject##>;;;12802;2772;21,65;4;0,14;3187;4;552;4,31;6;0,05;9472;73,99;0;0,00;0;0,00;;0;0,00;0;
istIST_5458974;25/01/2025 08:30;<##PersonalSubject##>;;;148409;39212;26,42;149;0,38;45898;238;5770;3,89;45;0,03;103382;69,66;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458980;25/01/2025 08:30;<##PersonalSubject##>;;;12712;3109;24,46;4;0,13;3534;7;576;4,53;2;0,02;9025;71,00;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458978;25/01/2025 08:30;<##PersonalSubject##>;;;37605;8090;21,51;10;0,12;9305;17;1520;4,04;13;0,03;27982;74,41;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458976;25/01/2025 08:30;<##PersonalSubject##>;;;28444;7361;25,88;54;0,73;8584;75;1067;3,75;7;0,02;20009;70,35;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458968;24/01/2025 08:30;<##PersonalSubject##>;;;37573;8201;21,83;11;0,13;9538;18;1513;4,03;8;0,02;27851;74,13;0;0,00;0;0,00;;0;0,00;0;
istIST_5458964;24/01/2025 08:30;<##PersonalSubject##>;;;148372;39262;26,46;153;0,39;46203;255;5898;3,98;54;0,04;103158;69,53;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458970;24/01/2025 08:30;<##PersonalSubject##>;;;12703;3107;24,46;4;0,13;3567;5;557;4,38;3;0,02;9036;71,13;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458966;24/01/2025 08:30;<##PersonalSubject##>;;;28435;7541;26,52;51;0,68;8763;72;1071;3,77;4;0,01;19819;69,70;0;0,00;0;0,00;;0;0,00;0;
antANT_5458972;24/01/2025 08:30;<##PersonalSubject##>;;;12796;2788;21,79;4;0,14;3230;7;527;4,12;3;0,02;9478;74,07;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5458962;23/01/2025 13:00;<##PersonalSubject##>;;;223978;58085;25,93;222;0,38;68913;344;339;0,15;73;0,03;165481;73,88;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458956;23/01/2025 08:30;<##PersonalSubject##>;;;37583;7947;21,15;11;0,14;9140;18;870;2,31;18;0,05;28748;76,49;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458954;23/01/2025 08:30;<##PersonalSubject##>;;;28436;7181;25,25;52;0,72;8335;72;413;1,45;5;0,02;20837;73,28;0;0,00;0;0,00;;0;0,00;0;
istIST_5458952;23/01/2025 08:30;<##PersonalSubject##>;;;148382;38414;25,89;153;0,40;45568;248;267;0,18;67;0,05;109634;73,89;0;0,00;0;0,00;;0;0,00;0;
antANT_5458960;23/01/2025 08:30;<##PersonalSubject##>;;;12797;2707;21,15;4;0,15;3133;7;15;0,12;3;0,02;10072;78,71;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458958;23/01/2025 08:30;<##PersonalSubject##>;;;12700;3059;24,09;4;0,13;3517;7;404;3,18;2;0,02;9235;72,72;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458944;22/01/2025 08:30;<##PersonalSubject##>;;;28447;7281;25,59;48;0,66;8497;66;1274;4,48;10;0,04;19882;69,89;0;0,00;0;0,00;;0;0,00;0;
antANT_5458950;22/01/2025 08:30;<##PersonalSubject##>;;;12794;2789;21,80;4;0,14;3216;7;507;3,96;1;0,01;9497;74,23;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458948;22/01/2025 08:30;<##PersonalSubject##>;;;12702;3126;24,61;4;0,13;3626;7;569;4,48;2;0,02;9005;70,89;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458946;22/01/2025 08:30;<##PersonalSubject##>;;;37571;8169;21,74;11;0,13;9549;17;1461;3,89;12;0,03;27929;74,34;0;0,00;0;0,00;;0;0,00;0;
istIST_5458942;22/01/2025 08:30;<##PersonalSubject##>;;;148361;39120;26,37;154;0,39;46547;249;6222;4,19;61;0,04;102958;69,40;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458936;21/01/2025 08:30;<##PersonalSubject##>;;;37591;8161;21,71;11;0,13;9417;18;1432;3,81;21;0,06;27977;74,42;0;0,00;0;0,00;;0;0,00;0;
antANT_5458940;21/01/2025 08:30;<##PersonalSubject##>;;;12800;2708;21,16;4;0,15;3109;9;633;4,95;7;0,05;9452;73,84;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458934;21/01/2025 08:30;<##PersonalSubject##>;;;28466;7394;25,97;61;0,82;8543;82;979;3,44;6;0,02;20087;70,56;0;0,00;0;0,00;;0;0,00;0;
istIST_5458932;21/01/2025 08:30;<##PersonalSubject##>;;;148343;39337;26,52;151;0,38;46197;239;5991;4,04;55;0,04;102960;69,41;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458938;21/01/2025 08:30;<##PersonalSubject##>;;;12700;3078;24,24;4;0,13;3539;7;545;4,29;3;0,02;9074;71,45;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458924;20/01/2025 08:30;<##PersonalSubject##>;;;28450;7485;26,31;53;0,71;8621;74;1140;4,01;5;0,02;19820;69,67;0;0,00;0;0,00;;0;0,00;0;
antANT_5458930;20/01/2025 08:30;<##PersonalSubject##>;;;12790;2763;21,60;4;0,14;3196;4;550;4,30;3;0,02;9474;74,07;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458928;20/01/2025 08:30;<##PersonalSubject##>;;;12677;3020;23,82;4;0,13;3441;5;597;4,71;2;0,02;9058;71,45;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458926;20/01/2025 08:30;<##PersonalSubject##>;;;37552;8176;21,77;11;0,13;9461;11;1507;4,01;15;0,04;27854;74,17;0;0,00;0;0,00;;0;0,00;0;
istIST_5458922;20/01/2025 08:30;<##PersonalSubject##>;;;148164;39450;26,63;157;0,40;46277;253;1871;1,26;30;0,02;106813;72,09;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458914;19/01/2025 08:30;<##PersonalSubject##>;;;28471;7224;25,37;49;0,68;8318;70;1099;3,86;7;0,02;20141;70,74;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458918;19/01/2025 08:30;<##PersonalSubject##>;;;12691;3056;24,08;3;0,10;3482;3;584;4,60;4;0,03;9047;71,29;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458916;19/01/2025 08:30;<##PersonalSubject##>;;;37569;7950;21,16;13;0,16;9147;20;1470;3,91;10;0,03;28139;74,90;0;0,00;0;0,00;;0;0,00;0;
antANT_5458920;19/01/2025 08:30;<##PersonalSubject##>;;;12792;2693;21,05;4;0,15;3076;7;554;4,33;1;0,01;9544;74,61;0;0,00;0;0,00;;0;0,00;0;
istIST_5458912;19/01/2025 08:30;<##PersonalSubject##>;;;148233;38338;25,86;153;0,40;44712;242;5997;4,05;22;0,01;103876;70,08;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5458910;18/01/2025 13:00;<##PersonalSubject##>;;;223925;56528;25,24;217;0,38;66187;342;8922;3,98;48;0,02;158427;70,75;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458906;18/01/2025 08:30;<##PersonalSubject##>;;;12698;3018;23,77;4;0,13;3427;7;590;4,65;3;0,02;9087;71,56;0;0,00;0;0,00;;0;0,00;0;
antANT_5458908;18/01/2025 08:30;<##PersonalSubject##>;;;12798;2738;21,39;4;0,15;3122;4;523;4,09;7;0,05;9530;74,46;0;0,00;0;0,00;;0;0,00;0;
istIST_5458900;18/01/2025 08:30;<##PersonalSubject##>;;;148300;38763;26,14;153;0,39;45035;253;5743;3,87;39;0,03;103755;69,96;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458902;18/01/2025 08:30;<##PersonalSubject##>;;;28483;7264;25,50;47;0,65;8368;47;1195;4,20;8;0,03;20016;70,27;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458904;18/01/2025 08:30;<##PersonalSubject##>;;;37585;8012;21,32;11;0,14;9150;18;1559;4,15;11;0,03;28003;74,51;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458896;17/01/2025 08:30;<##PersonalSubject##>;;;12688;3033;23,90;5;0,16;3436;10;496;3,91;5;0,04;9154;72,15;0;0,00;0;0,00;;0;0,00;0;
istIST_5458890;17/01/2025 08:30;<##PersonalSubject##>;;;148233;37879;25,55;144;0,38;44320;233;1291;0,87;39;0,03;109024;73,55;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458894;17/01/2025 08:30;<##PersonalSubject##>;;;37566;7911;21,06;11;0,14;9124;19;844;2,25;13;0,03;28798;76,66;0;0,00;0;0,00;;0;0,00;0;
antANT_5458898;17/01/2025 08:30;<##PersonalSubject##>;;;12790;2641;20,65;4;0,15;3024;9;14;0,11;2;0,02;10133;79,23;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458892;17/01/2025 08:30;<##PersonalSubject##>;;;28476;7120;25,00;46;0,65;8257;46;682;2,39;4;0,01;20670;72,59;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5458888;16/01/2025 13:00;<##PersonalSubject##>;;;223842;55292;24,70;225;0,41;64755;345;3144;1,40;57;0,03;165349;73,87;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458882;16/01/2025 08:30;<##PersonalSubject##>;;;37555;7937;21,13;10;0,13;9144;17;100;0,27;12;0,03;29506;78,57;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458884;16/01/2025 08:30;<##PersonalSubject##>;;;12682;3073;24,23;4;0,13;3519;5;29;0,23;4;0,03;9576;75,51;0;0,00;0;0,00;;0;0,00;0;
istIST_5458878;16/01/2025 08:30;<##PersonalSubject##>;;;148206;38481;25,96;157;0,41;45053;164;1813;1,22;49;0,03;107863;72,78;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458880;16/01/2025 08:30;<##PersonalSubject##>;;;28465;7207;25,32;53;0,74;8315;74;657;2,31;3;0,01;20598;72,36;0;0,00;0;0,00;;0;0,00;0;
antANT_5458886;16/01/2025 08:30;<##PersonalSubject##>;;;12795;2726;21,31;4;0,15;3127;7;44;0,34;3;0,02;10022;78,33;0;0,00;0;0,00;;0;0,00;0;
antANT_5458876;15/01/2025 08:30;<##PersonalSubject##>;;;12801;2726;21,30;6;0,22;3137;9;557;4,35;6;0,05;9512;74,31;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458870;15/01/2025 08:30;<##PersonalSubject##>;;;28472;7297;25,63;52;0,71;8419;52;1092;3,84;4;0,01;20079;70,52;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458874;15/01/2025 08:30;<##PersonalSubject##>;;;12685;3097;24,41;4;0,13;3510;7;585;4,61;3;0,02;9000;70,95;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458872;15/01/2025 08:30;<##PersonalSubject##>;;;37564;8077;21,50;11;0,14;9291;11;1503;4,00;13;0,03;27971;74,46;0;0,00;0;0,00;;0;0,00;0;
istIST_5458868;15/01/2025 08:30;<##PersonalSubject##>;;;148237;38733;26,13;156;0,40;45421;247;5767;3,89;38;0,03;103699;69,95;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458862;14/01/2025 08:30;<##PersonalSubject##>;;;37553;8005;21,32;14;0,17;9255;22;1526;4,06;18;0,05;28004;74,57;0;0,00;0;0,00;;0;0,00;0;
antANT_5458866;14/01/2025 08:30;<##PersonalSubject##>;;;12806;2739;21,39;7;0,26;3164;11;560;4,37;6;0,05;9501;74,19;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458860;14/01/2025 08:30;<##PersonalSubject##>;;;28479;7455;26,18;52;0,70;8586;52;1014;3,56;2;0,01;20008;70,26;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458864;14/01/2025 08:30;<##PersonalSubject##>;;;12684;3060;24,12;4;0,13;3494;7;579;4,56;2;0,02;9043;71,29;0;0,00;0;0,00;;0;0,00;0;
istIST_5458858;14/01/2025 08:30;<##PersonalSubject##>;;;148201;39353;26,55;155;0,39;46315;251;5701;3,85;46;0,03;103101;69,57;0;0,00;0;0,00;;0;0,00;0;
antANT_5458856;13/01/2025 08:30;<##PersonalSubject##>;;;12801;2739;21,40;5;0,18;3128;7;547;4,27;5;0,04;9510;74,29;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458854;13/01/2025 08:30;<##PersonalSubject##>;;;12688;3076;24,24;4;0,13;3526;7;583;4,59;6;0,05;9023;71,11;0;0,00;0;0,00;;0;0,00;0;
istIST_5458848;13/01/2025 08:30;<##PersonalSubject##>;;;148213;38284;25,83;171;0,45;45130;298;5698;3,84;44;0,03;104187;70,30;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458850;13/01/2025 08:30;<##PersonalSubject##>;;;28488;7191;25,24;56;0,78;8301;81;1096;3,85;7;0,02;20194;70,89;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458852;13/01/2025 08:30;<##PersonalSubject##>;;;37534;8005;21,33;12;0,15;9271;20;1524;4,06;13;0,03;27992;74,58;0;0,00;0;0,00;;0;0,00;0;
antANT_5458846;12/01/2025 08:30;<##PersonalSubject##>;;;12785;2703;21,14;7;0,26;3096;10;27;0,21;4;0,03;10051;78,62;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458840;12/01/2025 08:30;<##PersonalSubject##>;;;28472;7486;26,29;49;0,65;8673;49;1054;3,70;5;0,02;19927;69,99;0;0,00;0;0,00;;0;0,00;0;
burBUR_5458844;12/01/2025 08:30;<##PersonalSubject##>;;;12680;3069;24,20;3;0,10;3509;3;28;0,22;4;0,03;9579;75,54;0;0,00;0;0,00;;0;0,00;0;
istIST_5458838;12/01/2025 08:30;<##PersonalSubject##>;;;148085;39194;26,47;149;0,38;45877;242;4485;3,03;28;0,02;104378;70,49;0;0,00;0;0,00;;0;0,00;0;
izmIZM_5458842;12/01/2025 08:30;<##PersonalSubject##>;;;37498;8096;21,59;11;0,14;9377;11;97;0,26;14;0,04;29291;78,11;0;0,00;0;0,00;;0;0,00;0;
tatilTUMTR_5458836;11/01/2025 13:00;<##PersonalSubject##>;;;223772;57849;25,85;219;0,38;67671;352;9248;4,13;63;0,03;156612;69,99;0;0,00;0;0,00;;0;0,00;0;
antANT_5458834;11/01/2025 08:30;<##PersonalSubject##>;;;12795;2695;21,06;6;0,22;3087;11;504;3,94;8;0,06;9588;74,94;0;0,00;0;0,00;;0;0,00;0;
istIST_5458826;11/01/2025 08:30;<##PersonalSubject##>;;;148216;39166;26,42;161;0,41;45896;263;5656;3,82;70;0,05;103324;69,71;0;0,00;0;0,00;;0;0,00;0;
ankANK_5458828;11/01/2025 08:30;<##PersonalSubject##>;;;28490;7604;26,69;54;0,71;8784;76;1061;3,72;9;0,03;19816;69,55;0;0,00;0;0,00;;0;0,00;0;
